,chapt_code,text,book,chapt,version
175,PHP.2.SCO1904,gin than thar is ony comfort in christ gin ony consolation o love gin ony fellowship o the spirit gin ony tendermercies and compassions croon ye my joy that ye a may regaird the same things and hae the same love a ane in saul the ae thing regairdin doin naething for strifes sake nor for prides sake but in humbleness o mind lookin aye on aneanither as bein better nor yersels no lookin on yere ain things allenarlie but ilk ane at anithers things that whilk ye in christ jesus prefer that prefer ye in yersels wha bein originally i the form o god thocht it no a thing to seize on to be coontit aiqual wi god but humblt his sel takin a servants form and comin in mans likeness and bein fund in condition as a man he made his sel lowly becomin obedient een till the deid aye death on a cross whaurfor god upliftit him far on heigh and gied him a name whilk is aboon ilka name that i the name o jesus ilka knee soud lout o thae in heeven and thae on the yirth and aneath the yirth and ilka tongue soud own that jesus christ is lord to the glorie o god the faither sae than beloved een as ye hae aye obeyt no in my presence alane but noo muckle mair whan i am awa work ye oot yere ain salvation wi fear an trimlin for god it is wha is workin in ye baith the ettlin and the inward doin conform to his gude pleasur and do a things free frae yammerin and arglebarglin that ye may become fautless and innocent bairns o god wyteless amang a thrawart and perverse generation amang wham schaw yersels as lichts i the warld giean oot the word o life for a glorie to me i the day o christ that i didna rin in vain nor toil in vain but gin i am een to be offert on the sacrifeece and service o yere faith i am blythe in mysel and blythe wi you and as to the same thing be ye blythe in yersels and blythe wi me but i am lookin forrit i the lord sune to send timothy to ye sae that een i may be made blythe whan i ken yere state for i hae nae ane like him in saul wha wull be sae aefauldanxious aboot yere state for they a seek eftir their ain things no the things o jesus christ but the prufe o him ye ken for like a bairn wi a faither he has had service thegither wi me i the gudeword sae i am lookin forrit to send him at ance whaneer i may look awa frae the things that concern me but i lippen i the lord that i mysel may come sune yet i thocht it needfu to send tye epaphroditus my brither and marrow and fellowsodger but your messenger and the provider for my needs for he was unco fain to see ye a and in dolor for that ye had heard he had been ill and in truth he was ill and nar to the deid but god schawed mercie to him and no to him allenarlie but to me as weel least sorrow on sorrow i soud dree wi the mair entreaty i hae sent him that seein him again ye soud be blythe and i hae the less dool be ready than to tak him tye wi a joy i the lord and siclike as thir haud ye in honor for it was for the sake o christs wark he was nar to the deid rinnin risk wi his life that he micht mak up yere want o care for me,PHP,2,SCO1904
176,PHP.3.SCO1904,and noo to sum up my brethren be blythe i the lord to write to you the same things isna fashious whilst for you it is safe be ye ware o the dougs tak ye tent o the workers o ill keep awa frae the conceesion for we are the circumceesion wha worship in gods spirit and glorie in christ jesus and pit nae stress on things o the flesh een though i mysel micht lay some stress een on things o the flesh gin ony ither man thinks to hae ocht to glorie o in the flesh i yet mair in circumceesion an auchtday bairn o israls sons o benjamins tribe a hebrew o hebrews as to law a pharisee as to zeal persecutin the kirk as to richtousness o law wyteless but whatna things war a gain to me thae hae i esteemed loss for the sake o christ but in truth doubtless i am esteemin a things to be loss for the unco preciousness o the lear o jesus christ my lord for wham i suffert the loss o a things and coont them as middenorts that i may win christ and may be in him no haein for my richtousness that frae the law but that throwe faith in christ the richtousness that is frae god by faith to come to ken him and the pooer o his risinagain and to be a marrow wi him in his sufferans bein conform to his death gin aiblins by ony means i may win on to the risinagain that frae amang the deid no that i hae it noo or sae sune had been made perfete but i press on gin that i may grip haud o that for whilk i was grippit by christ brethren i as to mysel allenarlie amna yet reckonin to hae grippit haud but ae thing i div forgettin the things ahint and raxin oot to thae things that are afore i press on for the gree for the prize o the biddin frae on heigh o god in christ jesus as mony o us than as are o fu stature lat this be oor mind and gin ye be mindit anither way god wull mak it plain to ye nanetheless as far on as we hae gotten lat us resolve to gang on in the same rule brethren be ye followers o me thegither and tak tent o thae that sae gang een as ye hae us for an example for mony walk o wham i aft tellt ye and noo een wi tears tell ye faes o the cross o christ whase hinner end is destruction whase god is their wame and whase glorie is in their shame wha mind things o the yirth for oor citizenrichts are in heeven oot o whilk fain look we for a saviour the lord jesus christ wha wull change the body o oor laighestate to be like to the body o his glorie conform to the inwart workin whaurby he has pooer een to bring a things intil subjection to his sel,PHP,3,SCO1904
177,PHP.4.SCO1904,and sae my brethren belovd and micklelangedfor my rejoicin sae staun siccar i the lord my beloved euodia i entreat and syntyche i entreat that ye be o ae mind i the lord and i entreat ye as weel leal yokefellow be ye helpin thae weemen wha in truth helpit me i the labor o the gudeword wi clement too and my ither marrows whase names are i the buik o life be glad i the lord aye and again i say be glad lat yere reasonableness be kent to a men the lord is at haun for naething be ye trauchlt i yere minds but in a things by prayer and supplication wi gean o thanks lat yere needs be made kent to god and the peace o god that is aboon a oor thocht sal keep yere hearts and yere thochts in christ jesus and for the lave brethren as mony things as are leal as mony things as are honorable as mony things as are just as mony things as are pure as mony things as are bonnie as mony things as are o gude repute gin thare be ony virtue whatsoeer gin thar be ony praise tak ye accoont o thir things whatna things ye baith learned and gat and heard and saw in me do ye the same and the god o peace sal be wiye but i was made to be unco blythe i the lord that noo i the end yere care for me blossomd again tho in truth ye war carin but wantit opportunity no that i was in need am i speakin for i ken hoosoeer i am to be content i ken baith hoo to be brocht laigh and i ken hoo to hae mair nor eneuch in a ways and in a things hae i been instruckit baith to be fu and to hunger baith to hae owerandaboon and to want i can do a things by him wha strenthens me nanetheless ye did weel in haein a costewardship wi me in the distress noo ye philippians ken that i the beginnin o the gudeword whan i gaed oot frae macedonia no een ae kirk had fellowship wi me i the maitter o giean and takin but ye only for een in thessalonica ye sent ance and again till my need no that i seek eftir a gift but i seek eftir the frute that is to increase to yere accoont but i hae rowth o a things and mair nor eneuch i hae been filled haein frae epaphroditus the things frae you a sweet odor and acceptable offeran weelpleasin tae god but my god wull mak up for ye ilka need conform to the riches o his glorie in christ jesus noo to oor god and faither be glorie for evir and for evir amen salute ye every saunt in christ jesus the brethren that are wi me salute ye a the saunts salute ye in especial they o cesars hoosehauld the tenderlove o the lord jesus christ be wi yere spirit,PHP,4,SCO1904
178,COL.1.SCO1904,paul an apostle o christ jesus throwe gods wull wi timothy oor brither to the holie and leal brethren in christ in colosse tenderlove to ye and peace frae god oor faither we are aye giean thanks to the god and faither o oor lord jesus christ praying at a times on yere behauf hearin o yere faith in christ jesus and the love ye bear to a the saunts on accoont o the hope that is lyinby for ye i the heevens o whilk ye heard afore i the word o the truth o the blythemessage that has come to you een as it is bearin frute and growin i a the warld sae amang you as weel frae whatna day ye first heard the sough ot and cam to ken the tenderlove o god in truth conform to what ye had frae epaphras oor dear fellowservant wha is a leal servitor o christ for us wha eke made kent to us your love i the spirit and for this we oorsels frae what day we heard it ceasena prayer and seekin that ye may be filled wi the fu knowledge o his wull in a wisdom and spiritual discernment that ye soud walk in sic mainner wordie o the lord until pleasin him in a gude warks bearin frute and growin in the lear o god in a micht bein made michty conform to the micht o his ain glorie for a tholin and patience wi joy giean thanks to the faither wha gars us to be fit to partak o the inheritance o the saunts in licht wha delivert us oot o the pooer o the mirkness and translatit us intil the kingdom o the son o his love in wham we hae redemption the passin by o sins wha is the likeness o the invisible god the firstborn o a the creation for in him war a things creatit things in heeven and things on the yirth the things seen and the things no seen whether throns or dominions or principalities or authorities thir a throwe him and for his sake hae been creatit and he is afore a things and by him a things haud thegither and he is the heid o the body the kirk wha is the original the firstborn frae mang the deid that he may become amang a the preeminent for in him it was the gudepleasur o the faither that a boundless rowth soud dwall and throwe him to reconcile a things to his sel makin peace throwe the blude o his cross whether things on yirth or things in the heevens and you at ae time bein fremd and wi enmitie i yere minds by ill warks has he fureconciled i the body o his flesh throwe his death to bring ye intil his presence holie and fautless and wyteless gin at least ye bide i the faith sterk and steive and no dungawa frae the hope o the gudeword ye heard that was preached till a the creation neath the heevens o whilk i paul becam a servitor noo i am blythe to suffer on yere behauf and am fillin up what was wantin o the christtribulations in my flesh on account o his body that is the kirk o whilk i becam a servitor conform tae the stewardship o god whilk was gien me for you to fulfil the word o god the riddle that was hidden awa frae the ages and the generations but is at this time made kent to the saunts to wham god wulled to mak it kent een the treasur o the glorie o this riddle i the nations whilk is christ in you the hope o glorie wham we declare warnin ilka man and teachin ilka man in a wisdom that we soud present ilka man perfete in christ to whilk end i am toilin battlin accordin to his workin whilk works in me wi pooer,COL,1,SCO1904
179,COL.2.SCO1904,for i wad hae ye ken hoo great a fecht i am haein for ye and for thae o laodicea and for as mony as haena seen my face i the flesh in order that their hearts may be comfortit bein wrocht a intil ane in love een till a the treasurs o the perfete assurance o the mind till a fu knowledge o the mysterie o god een christ in wham are a the treasurs o wisdom and lear hidden but i am sayin this that nane may wyle ye agley wi fleechin words for gin i be sindry frae ye i the flesh yet am i ane wye i the spirit rejoicin and seein yere orderliness and the steive biggin o yere faith anent christ in sic way as ye received christ jesus the lord in him be walkin bein firmrutit and upbiggit in him and bein made siccar i the faith conform till yere teachin aboundin in thanksgivin but tak ye tent least some ane may be makin booty o ye throwe philosophy and vanities o deceit conform to mens instruction conform to the warlds elements and no conform to christ for in him dwalls a the abundance o the godheid in formobody and ye are made fu in him wha is the heid o a principalitie and authoritie in wham ye hae been circumceesd wi the circumceesion no wi hauns i the pittinaff o the body o the flesh i the christcircumceesion bein wi him buryt i yere bapteezin in whilk ye war raised wi him again throwe the faith o the workin o god wha raised him frae mang the deid and you deid i the sins and uncircumceesion o yere flesh he has made to leeve again wi him oot o love forgiean us a offences blottin oot the haunwrite again us in ordinances that was contrar to us and took it awa nailin it to his cross and haein strippit principalities and pooers he made a plain spectacle o them and a triumph ower them tharby lat nane than be condemnin ye anent eatin or drinkin or in regaird o a feast or a newmune or the sabbaths that are a shadow o comin things but the body is christ lat nane twine ye by a puttenon humility like the worship o an angel pratin aboot things he has seen swalled up wi the vain importance o a carnal mind and no haudin steive the heid oot o whilk the hail body throwe the joints and unionbands haein supply and joinin itsel thegither is growin wi the growth o god gif ye deet wi christ frae the warlds elements hoo than as gin ye war still leevin i the warld are ye subject to ordinances ye mauna handle ye maunna taste ye mauna touch whilk are a to come to an end in the usin conform to the commauns and teachins o men whilk in truth are things in ae view haein an appearance o wyssheid in anes aindevised worship and humility of mind and illdoin wi anes ain body no in ony honor merely a satisfying o the flesh,COL,2,SCO1904
180,COL.3.SCO1904,gin than ye war raised frae the deid wi christ seek the things on heigh whar christ is at gods richt haun sittin be determined on things aboon no on thae o the yirth for ye deet and yere life has come to be hid een wi christ in god whansoer christ oor life sal be seen your life than alang wi his sal be seen in glorie slay than yere members as to things on the yirth lachery impurity passion base desires and greed whilk is eidolservin for whilk things gods anger is comin on the bairns o disobedience in whilk een ye walkit at ae time whan ye war leevin i the same but noo pit ye them a awa anger wrath malice miscain shamefu talk oot o yere mooth speakna twafauld ane to anither haein put aff frae ye the auld man wi a his deeds and haein putten on ye the new wha is formed anew into knowledge eftir the likeness o him that creatit him whaur naither greek nor jew comes in circumceesion nor uncircumceesion fremd ane scythian bond nor free but christ a and christ in a pit ye on than as chosen anes o god holie and weelloed the tenderaffections o compassion graciousness humbleness o mind canniness patience tholin aneanither in tenderness forgiean aneanither gin aiblins ony ane has a compleent again ony een as the lord oot o love forgae you sae do ye but ower and aboon a thir things hae ye love whilk wull bind thegither a things in perfeteness and lat the peace o christ be regent in yere hearts till whilk ye war bidden as ae body and be ye thankfu be the word o christ dwallin in ye richly in a wyss teachin and admonishin o yersels in psalms in hymns and godly sangs liltin i yere hearts to god in yere gratitude and in a things whatsaeer ye be doin in word or in wark do a in the name o the lord jesus giean thanks to yere god and faither throwe him wives submit yersels to yere husbands as is fittin in the lord husbands loe yere wives and bena set again them bairns be ye biddable to yere parents in a things for this is weelpleasin i the lord faithers waukenna up anger in yere bairns least they be disheartened servants be biddable in a things to yere maisters i the flesh no by way o eeservice as menpleasers but in aefauldness o heart fearin the lord whatsaeer ye may do oot o the saul do it as for the lord and no for men kennin that frae the lord sal ye duly receive the gree een the inheritance to the lord christ are ye doin service for he that is doin wrangouslie sal hae returnt to him what he wrangouslie did and thar is nae walin oot o faces,COL,3,SCO1904
181,COL.4.SCO1904,maisters do justice and equity to yere servants mindin that ye too hae a maister in heeven gie yersels to prayer takin tent tharin wi giean o thanks and prayin for us as weel that god wull unsteek to us a door for the word to speak the ferlies o christ for whilk i hae become a prisoner that i may mak it plain een as i am hauden to speak walk ye wyssly anent thae ootside obteenin the opportunity for yersels yere speech at a times bein wi grace kitchend wi saut that ye may ken hoo ye soud be giean ilk ane his answer a that regairds me tychicus wull mak kent tye the weelloed brither and faithfu servitor and fellowserver i the lord him hae i sent tye for this vera thing that ye may ken the things regairdin us and that he micht comfort yere hearts thegither wi onesimus the leal and weelloed brither wha is frae amang ye a things here wull they mak kent tye aristarchus my marrow in captivity salutes ye and mark cousin o barnabas anent wham ye had instructions gin aiblins he comes to ye gie him welcome and jesus the ane cad justus they bein o the circumceesion thir alane are fellowworkers i the kingdom o god wha in truth hae been comforters o me epaphras salutes ye wha is frae mang ye a servitor o jesus christ at a times warslin in yere behauf in prayer that ye may be made to staun complete and wi fu assurance in a things o the wull o god for i bear witness that he has unco fainness for ye and for thae in laodicea and thae in hierapolis luke the weelloed leech and demas salute ye salute ye the brethren in laodicea and nymphas and the meetin that is in their hoose and whansaeer the letter has been read amang ye een mak it to be read i the kirk o the laodiceans and that as weel the ane oot o laodicea be read and say to archippus tak tent weel to the stewardship ye received i the lord that it ye may fulfil the salutation o me paul wi my ain haun mind ye my chains tender love be wi ye,COL,4,SCO1904
182,1TH.1.SCO1904,paul and silas and timothy to the kirk o the thessalonians in god the faither and the lord jesus christ tender love to ye and peace we are aye giean thanks to god for ye a namin ye in oor prayers never failin to mind yere wark o faith and toilin in love and tholin in hope in oor lord jesus christ afore oor god and faither we kennin brethren belovd o god yere choice and hoo that oor gudeword didna come to ye as tidings in word alane but eke in pooer and the holie spirit and in strang certaintie een as ye kent whatna kind o men we schawed oorsels amang ye for your sakes and ye took paittern eftir us and eftir the lord takin to ye the word amang mickle affliction wi joy i the holie spirit sae that ye cam to be a paittern to a the believin anes in macedonia and in greece for frae you has soondit oot the lords word no alane in macedonia and greece but in a ither pairts yere faith whilk is to godward has gane oot sae that we hae nae need to speak ot for they their sels tell aboot us whatna sort o cominin we had to ye and hoo ye turned aboot frae eidols to god to ser a god a leevin reality and to look for his son frae heeven wham he raised frae amang the deid een jesus wha saves us frae the wrath thats comin,1TH,1,SCO1904
183,1TH.2.SCO1904,for ye ken yersels brethren oor comin amang ye that it was leal and true but eftir we had dreed afore and war treatit in a shamefu way as ye ken at philippi we war free o utterance in oor god to tell ye the gudeword o god wi muckle strife for oor coonsellin isna a error nor o vileness nor in twafauldness but een as we hae been lippened by god to be chairged wi the gudeword in siclike mainner div we speak no to pleasur man but raither god wha tries oor hearts for at nae time did we hae flatterin words een as ye ken nor made a cloak for selfseekin god kens nor seekin praise o men naither frae you nor frae ithers tho we had pooer o claimin support as christs apostles nanetheless we war cannie amang ye as gin a nursinmother war cherishin her ain bairn and sae bein fain for ye we had been willin to gie ye no the gudeword o god only but een oor ain sauls for that ye had come to be sae loed o us for ye mind brethren oor toils and sairs nicht and day toilin that we michtna be a burden to ony o ye we made kent tye the gudeword o god ye are witness and god hoo purely and richtouslie and faultlesslie we carryt oorsels amang you wha believe just as ye ken hoo to ilk ane o ye we war like as a faither to his ain bairns comfortin and heartenin ye and testifyin that ye soud walk wordie o god wha has bidden ye to his ain kingdom and glorie and for this too we are aye giean thanks to god that whan ye had frae us the word o the message een gods message ye took it to ye no as mans word but een as it is truly gods word whilk is een workin inwardly in you wha believe for ye took paittern brethren eftir the kirks o god that are in judea in jesus christ in that the same things ye tholed frae yere ain countrymen that they did frae the jews wha slew baith the lord jesus christ and the prophets and us they persecute and are displeasin to god and contrary to a men and wad hinner us frae speakin to the nations that they micht be saved to fill up their ain sins aye for wrath is comin on them to the hinner end ot but we brethren bein taen awa frae ye for an oor in presence no in heart sae muckle the mair socht to see yere face wi unco fainness and sae i uncolie desirt to come tye ance and again but sautan hindert us for what sal be oor hope or joy or croon o oor glorie sanna een ye thus be afore oor god at his presence for ye are oor glorie and oor joy,1TH,2,SCO1904
184,1TH.3.SCO1904,and sae whan we could nae langer latbe we war wellpleased to be left in athens alane and sent timothy oor brither and gods servant i the gudeword o christ to gar ye staun siccar and comfort ye i yere faith sae that nae ane soud be dauntit by their afflictions for ye ken yersels that we war appointit for the same for een whan we war wi ye we tellt ye afore that we soud dree afflictions een as it cam aboot and ye ken and for this cause nae mair happin ower my fainness i sent to ken o yere faith least by ony means the tempinane had tempit ye and oor toil soud be a in vain but noo timothy comin to us frae you feshin us gude word o yere faith and love and that ye kindly hae mind o us at a times bein unco fain to see us een as we are fain to see you for this cause we are comfortit brethren o ye as to a oor distress and affliction by yere faith for noo we hae life in us gin ye staun steive i the lord for whatna thanksgivin cam we gie to the lord anent ye for a the joy we rejoice wi afore oor god because o you nicht and day wi unco abundance makin petition for the behauldin o yere faces and makin perfete the things that are wantin i yere faith but may it be that oor god and faither himsel and oor lord jesus christ airt oor way tye that the lord may mak ye to increase and be unco abundin in yere love ane to anither and to a men een as wi us towards you for the upbiggin o yere hearts to be wyteless in holiness afore oor god and faither at the presence o oor lord jesus wi a his saunts,1TH,3,SCO1904
185,1TH.4.SCO1904,and forby we entreat ye brethren and coonsel ye i the lord jesus that een as ye had frae us hoo ye soud be walkin and pleasin god een as ye are walkin that ye abound yet mair and mair for ye ken whatna chairges we gied ye throwe the lord jesus for this is a thing god desires een yere holiness that ye keep frae lecherie that ye soud ken ilk ane o ye to possess himsel o his ain body in holiness and honor no i the passion o illdesires een as the heathen wha kenna god that nae man gang ayont and defraud i this maitter his brither for an avenger is the lord anent a thir een as we tellt ye afore and testifyt for god didna ca ye to vileness but to holiness he than that disna heed disregairds no a man but god wha gies his holie spirit to ye but anent love to the brethren ye needna that i write to ye for ye yersels are instruckit o god to loe aneanither and in truth ye do sae to a the brethren that are i the hail o macedonia but we entreat ye brethren that ye owerflow yet the mair and that ye ettle to be quate and mind yere ain affairs workin wi yere ain hauns een as we gae ye chairge that ye may walk honorably toward thae that are ootby and that ye may lack in nocht but we desirena ye soud be ignorant brethren as to the faun asleep least ye be sorrowin conform to the lave wha hae nae hope for gin we believe that jesus deet and raise again een sae sal god lead oot thae wha fell asleep in jesus wi him for this to you we say by the word o the lord that we wha are leevin to the comin o the lord sal in naegate win forrit afore them wha are faun asleep for the lord himsel sal come doon frae heeven wi a shout wi an archangels voice and a trumpet o god and the deid in christ sal rise foremaist eftir that we the leevin that are left a at ance thegither wi them sal be claught awa in cluds to meet the lord i the lift aud sae at a times thegither wi the lord sal we be sae than comfort ye aneanither wi thir words,1TH,4,SCO1904
186,1TH.5.SCO1904,but as to the times and the occasions brethren ye needna that i write ocht to ye for ye yersels weel ken that the day o the lord sae comes as a thief i the nicht at siccan times as they may be sayin peace and safety than o a suddaintie destruction comes on them as birthpangs on a bearin wumman and in naegate may they escape but ye brethren arena i the mirk that the day soud come on ye as a thief for ye are bairns o light sons o the day we arena o the nicht nor yet o the gloom sae than lat us no be sleepin as div the lave but lat us be wary and keepin sober for folk that sleep sleep by nicht and folk that mak theirsels fu by nicht are fu but we bein o the day lat us be eident haein putten on the prufecoat o faith and love and as a helmet the hope o salvation for god didna gie us ower to wrath but to come into salvation throwe oor lord jesus christ wha deet for us that gin we be waiken or gin we be sleepin we a at ance and a thegither micht begin to leeve wi him and sae be ye comfortin ane anither een as ye are doin but we entreat you brethren to be weelacquant wi thae wha toil amang ye and are ower ye i the lord and admonish ye and hae muckle esteem for them for their warks sake and be ye at peace amang yersels but we coonsel ye brethren admonish ye the disorderly comfort thae o feebleness o saul strenthen the weak thole lang wi a see to it that nane return illdoin for illdoin to ony but aye pursue eftir that whilk is gude toward ane anither and toward a men be aye rejoicin cease na to pray in a things gie thanks for this is gods wull in christ jesus toward ye quenchna the spirit geckna at preachins but pit a things to the test and what is bonnie haud fast keep awa frae evil in ony shape and the god o peace mak ye perfete in holiness and may yere hail spirit and saul and body be keepit faultless at the comin o oor lord jesus christ he is faithfu wha cas you wha eke wull perform brethren be ye in prayer for us salute a the brethren wi a sacred kiss i chairge ye by the lord that this letter be read to a the brethren the tender love o oor lord jesus christ be wi ye,1TH,5,SCO1904
187,2TH.1.SCO1904,paul and silas and timothy tae the kirk o the thessalonians in god oor faither and the lord jesus christ tender love to ye and peace frae god oor faither and the lord jesus christ we bude gie god thanks at a times anent ye brethren conform tae what is meet for that yere faith grows uncolie and the love o ilka ane o ye a ane to anither owerflows sae that we oorsels are roosin ye i the kirks o god in that ye dreed and had faith in a the persecutions and afflictions ye tholed a token o the just judgment o god to the end that ye soud be reckoned wordie o gods kingdom on behauf o whilk ye suffer gif sae be that it is a just thing wi god to gie tribulation to thae wha mak ye tribulation and to you wha thole tribulation to gie rest wi us at the revealin o the lord jesus frae heeven wi his michty angels in lowin fire rendering vengeance on thae wha kenna god and on thae wha mindna the gudeword o the lord jesus wha in truth sal dree punishment een everlastin destruction frae the presence o the lord and frae the glorie o his pooer whansaeer he may come to be glorifyt in his saunts and to be a ferlie to a wha believe for that oor witness to ye was lippend i that day to whilk end we are een prayin at a times anent you that oor god may reckon ye wordie o yere joyfubiddin and fill up a the pleasur o his gudeness and wark o faith in pooer that the name o jesus may be made a glorious in you and ye a glorious in him conform to the tender love o oor god and the lord jesus christ,2TH,1,SCO1904
188,2TH.2.SCO1904,but we entreat ye brethren by the beinwius o oor lord jesus christ and oor gatherin thegither to him that ye bena sae eithlie tosst aboot i yere mind nor yet be fleyt aither throwe spirit or throwe discoorse or throwe letter as frae us as that the day o the lord has suttenin that nae ane may beguile ye in ony way for that day winna be except the gaunback comes first and the man o sin be made kent the son o perdition he wha rises up and lifts up his sel again a that is cad god or that is worshipped sae that he i the temple o god taks his seat settin himsel forrit that he is god dae ye no mind that whan i was yet wi ye i tellt ye thir things and noo ye ken what hauds back his revealin himsel in his fit time for the mystery o lawless sin dis een noo work until that whilk hauds back may be taen oot o the gate and than sal be seen the man o sin wham the lord jesus sal slay wi the breath o his lips and sal destroy wi the shininforth o his presence een he whase comin is conform to the inwart workin o sautan in a michty workin and tokens and leean ferlies and a deceitfuness o wickedness to thae that are perishin for that the love o the truth they tookna ben to them that they micht be saved and for this god sends them an inwartworkin o error that they micht lippen a lee that they micht be judged ane and a wha didna lippen to the truth but delichtit theirsels in unrichtousness but we are hauden to gie thanks to god at a times for you brethren beloved o the lord that god made wale o you frae the beginnin to salvation by sanctification o the spirit and lippenin o the truth until whilk he cad you throwe oor gudeword to the obteenin o the glorie o oor lord jesus christ sae than brethren staun siccar and haud firm the lear ye gat whether throwe preachin or throwe oor letter but oor lord jesus christ himsel and god oor faither wha loved us and gae us everlastin comfort and gude hope throwe his favor comfort yere hearts and upbigg ye in a gude wark and word,2TH,2,SCO1904
189,2TH.3.SCO1904,and for the lave ot pray ye for us brethren that the lords word may be rinnin and winnin glorie een as it dis wi you and that we may be saved frae forritsome and ill men for a men haena the faith but faithfu is the lord wha wull upbigg ye and gaird ye frae the illane but we hae perswadit oorsels that whatna things we are giean ye in chairge ye are baith doin and wull do the lord airt yere hearts into the love o god and into the langtholin o christ but we chairge ye brethren i the name o oor lord jesus christ that ye haud awa frae ony brither wha walks disorderly and no conform to the coonsel ye had frae us for ye yersels ken hoo ye soud be takin paittern by us in that we warna disorderly amang ye naither as a freegift did we eat ony mans breid but in toil and sair tholin nicht and day workin sae as no to be a burden on ony o ye no that we hadna authoritie but that we micht mak oorsels a paittern for ye to paittern eftir us for een whan we war wi ye this we gar giean in chairge till ye that gin ony man wadna work naither soud he eat for we hear o some walkin amang ye disorderly workin at naething yet thrang and forritsome but sic as thir we chairge and entreat i the lord jesus that quately workin they eat their ain breid but ye brethren bena wearied in weeldoin but gin ony ane isna giean heed till oor word throwe this letter remark this ane and bena chief wi him that he may be shamed yet esteemhimna as a fae but coonsel him as a brither and the lord o peace himsel may he gie ye peace aye and in a ways the lord be wi ye a the salutation o paul wi my ain haun that is a token in ilka letter sae i write the tender love o oor lord jesus christ be wi ye a,2TH,3,SCO1904
190,1TI.1.SCO1904,paul an apostle o jesus christ by commaun o god the faither and jesus christ oor lord to timothy my true bairn i the faith tender love mercie peace frae god oor faither and jesus christ oor lord een as i entreatit ye to bide still in ephesus whilst i gaed intil macedonia that ye soud chairge a wheen no to be teachin anither gate nor yet giean heed to silly auld tales and endless pedigrees whilk in truth rin intil nevirendin quaistens raither than a gude stewardship for god that is in faith but the end o the commaun is love oot o a pure heart and a clean conscience and a leal faith whilk some haein missed the mark gaed agley into idle havers wha wad be teachers o the law no understaunin the things they war sayin or anent whilk they war stoutly affirmin but we ken that the law is gude gin a man mak use ot in a lawfu mainner kennin this that to a just man the law isna laid doon but to lawless and disobedient anes ungodly and sinfu irreligious and profane slayers o faithers and slayers o mithers bludeshedders lecherers sodomites manstealers leears mansworn anes and gin thar be onything mair contrar to halesome doctrine conform to the gudeword o the glorie o the blessed god whilk was committed to my keepin unco thanks hae i to him wha enablt me christ jesus oor lord in that he esteemd me leal pittin me intil the service tho i was ance a blasphemer and a persecutor and a hater nanetheless i gat mercie for that i had dune it throwe ignorance in unbelief but aboon a measur was the tenderlove o oor lord wi faith and love that whilk is in christ jesus leal the word and wordie o a takintill ane that christ jesus cam into the world sinners to save o wham a chieftain am i but i wan mercie on this accoont that in me as a chieftain christ jesus micht schaw forth his unco langtholin for a paittern for thae wha wad pit faith in him for life everlastin noo to the king o the ages uncorruptible unseen the ae god be honor and glorie for evir and evir amen this chairge gie i tye my bairn timothy conform to the prophecies gaun afore on ye that ye micht fecht the noble war haudin lealness and a clean conscience whilk some castin frae them hae as to the faith made shipwreck o wham is hymeneus and aylsander wham i gied ower to sautan that they micht learn no to blaspheme,1TI,1,SCO1904
191,1TI.2.SCO1904,i coonsel than that first o a supplications prayers intercessions thanksgieans ye mak on behauf o a men for kings and a thae in authoritie that we may lead a quate and peaceable life godly and douce this is gude and pleasin i the sicht o god oor saviour wha wad hae a men to be saved and to come to fukennin o the truth for thar is ae god and thar is ae mediator atwixt god and man himsel man christ jesus wha gied himsel up a ransom for a the testimonie to be borne in its ain fit times until whilk i was appointit to proclaim and to be an apostle i say true i leena a teacher o the nations in faith and truth i coonsel tharfor that the men pray in a places haudin up holie hauns far frae a wrath and disputins i the same way too that weemen in fit cleedin wi meekness and douceness be buskin theirsels no wi braidins and gowd or pearls or braw attire but what becomes weemen professin godliness wi a gude warks lat a wumman in quateness be learnin wi a submission but i alloona a wumman to teach nor to hae authoritie ower a man but to be in quateness for adam first was made then eve and adam wasna deceivt but the wumman bein deceivt has come to be in transgression yet she sal be saved in her bairntime gif they abide in faith and love and holiness,1TI,2,SCO1904
192,1TI.3.SCO1904,it is unco true gin a man seeks for a bishops place he seeks a gude wark it is necessar than that the bishop be aboon reproach the husband o ae wife douce o sober mind behavin weel hospitable skilfu in teachin no gien to wine nae striker but thochtfu again contention no glaumin eftir siller bearin rule weel in his ain hoose haein bairns in submission wi a propriety for gin ane kensna hoo to preside ower his ain hoose hoo sal he tak chairge o the kirk o god no a new convert least bein swalledup he fa intil the condemnation o sautan and mair he maun hae a gude testimonie frae thae ootby least he fu intil reproach and the snare o the adversary and deacons maun be grave wi aefauld tongue no gien to mickle wine no greedy o cankert gain haudin the mysterie o the faith wi a clean conscience and lat thir as weel be first testit then lat them tak service bein fund wyteless the wives i the same way grave no gien to slander douce leal in a things lat the deacons be husbands o ae wife airtin their bairns weel and their ain hooses for thae wha weel hae sert win to their sels a gude staunin and mickle freedom o speech i the faith that is in christ jesus thir things i write to ye lookin forrit to comin till ye sune but gin aiblins i soud delay that ye may ken hoo it is necessar i the hoose o god to conduct anes sel whilk in truth is the kirk o the leevin god the pillar and grundwastane o the truth and ayont a doot great is the mysterie o godliness he was made kent i the flesh declart richtous by the spirit seen o angels was preached amang the nations was lippened on i the warld was taen up in glorie,1TI,3,SCO1904
